isin,exclude
CH1386220409,1
CH1391509895,1
CH1391509903,1
CNE100001S99,1
CNE100001ST5,1
CNE100001TK2,1
CNE100002367,1
CNE100002383,1
CNE1000029Z6,1
CNE1000031G2,1
CNE1000036N7,1
CNE100003YB7,1
CNE100004272,1
CNE100004280,1
CNE100004JD2,1
CNE1000057K9,1
CNE100005RV4,1
CNE100006M58,1
CNE100006M66,1
CNE100006NC1,1
CNE100006NF4,1
CNE100006NX7,1
CNE100006QK7,1
CNE100006T51,1
CNE100006WS8,1
CNE100006XS6,1
CY0109232112,1
CZ0009008942,1
CZ1008000310,1
DE0005009740,1
DE0005019004,1
DE0005156004,1
DE0005418404,1
DE0005490601,1
DE0006336001,1
DE0007454209,1
DE0007775207,1
DE0008103102,1
DE0008131350,1
DE000A0JDBC7,1
DE000A0LA361,1
DE000A0LEZB2,1
DE000A0LR9G9,1
DE000A0M93V6,1
DE000A0N3EU3,1
DE000A0SMU87,1
DE000A161309,1
DE000A1A6WB2,1
DE000A1EMG56,1
DE000A1K03W5,1
DE000A1MME74,1
DE000A1MMEV4,1
DE000A1PG508,1
DE000A1X3WF3,1
DE000A1X3WW8,1
DE000A1YC996,1
DE000A254211,1
DE000A254294,1
DE000A2DA406,1
DE000A2G8ZX8,1
DE000A2LQ728,1
DE000A2LQ884,1
DE000A2LQUA5,1
DE000A2LQUV1,1
DE000A2TR919,1
DE000A2TSU21,1
DE000A2YN702,1
DE000A2YN777,1
DE000A2YNT30,1
DE000A3CMGM5,1
DE000A3CQ5L6,1
DE000A3CQ7F4,1
DE000A3CRRN9,1
DE000A3CSAE2,1
DE000A3E5A34,1
DE000A3E5C08,1
DE000A3E5C24,1
DE000A3E5C40,1
DE000A3E5CP0,1
DE000A3E5EG5,1
DE000A3EX3Q9,1
DE000A3H2333,1
DE000A3H3L44,1
DE000A3MQR65,1
DE000A40AEG0,1
DE000A40ESP3,1
DE000A40KY00,1
DE000A40KY26,1
DE000A40QVM8,1
DE000A40UTY9,1
DE000A40ZTT8,1
DE000A40ZUK5,1
DE000BGAG981,1
DE000PAG9113,1
DE000PFSE212,1
DE000PSM77V4,1
DE000RYSE888,1
DE000SGU8886,1
DE000SPG1003,1
DE000TRAT0N7,1
DE000WNDL300,1
DE000ZDWT018,1
DK0010212570,1
DK0060816148,1
DK0060907293,1
DK0061031895,1
DK0061152170,1
ES0105089009,1
ES0105130001,1
ES0105405007,1
ES0105456026,1
ES0105463006,1
ES0105509006,1
ES0105561007,1
ES0105606190,1
ES0105618005,1
ES0105636007,1
ES0105659009,1
ES0109260531,1
ES0110047919,1
ES0112320009,1
ES0126775008,1
ES0141571192,1
ES0150480194,1
ES0152768612,1
ES0172708234,1
ES0182280018,1
ES0183304080,1
FI0009007991,1
FI4000081138,1
FI4000092523,1
FI4000092556,1
FI4000233317,1
FI4000292438,1
FI4000425848,1
FI4000511506,1
FI4000517966,1
FI4000571013,1
FI4000577192,1
FR0000035784,1
FR0000054199,1
FR0000054322,1
FR0004016699,1
FR0004153930,1
FR0004155687,1
FR0004171346,1
FR0010095596,1
FR0010151589,1
FR0010424697,1
FR0010428771,1
FR0010485268,1
FR0010609263,1
FR0010641449,1
FR0010812230,1
FR0011005933,1
FR0011049824,1
FR0011053636,1
FR0011464452,1
FR0011636083,1
FR0012634822,1
FR0013230950,1
FR0013266772,1
FR0013286259,1
FR0013295789,1
FR0013330792,1
FR0013345493,1
FR0013374667,1
FR0013399359,1
FR0013447729,1
FR0013451044,1
FR0013451333,1
FR0013470168,1
FR0013481835,1
FR0014000RP6,1
FR0014000U63,1
FR0014003VY4,1
FR0014003XT0,1
FR0014004339,1
FR00140043Y1,1
FR0014004QR6,1
FR00140066X4,1
FR001400AHX6,1
FR001400CFI7,1
FR001400H2X4,1
FR001400JXA2,1
FR001400JY13,1
FR001400KO61,1
FR001400OS22,1
FR001400PDG8,1
FR001400RKU0,1
FR001400SOY2,1
FR001400T0D6,1
FR001400TG47,1
FR001400TL40,1
FR001400U4P9,1
FR001400UT31,1
GB0000600931,1
GB0000667013,1
GB0001771426,1
GB0002235736,1
GB0002892528,1
GB0003081246,1
GB0003230421,1
GB0004126057,1
GB0004905260,1
GB0005518872,1
GB0005630420,1
GB0005774855,1
GB0005957005,1
GB0007325078,1
GB0007538100,1
GB0008475088,1
GB0008497975,1
GB0008854563,1
GB0009390070,1
GB0009737155,1
GB0030026057,1
GB0030312788,1
GB0030426455,1
GB0031232498,1
GB0031509804,1
GB0031775819,1
GB0032036807,1
GB0032706284,1
GB0033147751,1
GB0033711010,1
GB0033877555,1
GB0033881904,1
GB00B00K4418,1
GB00B01QGH57,1
GB00B02LCQ05,1
GB00B0305S97,1
GB00B0394F60,1
GB00B040L800,1
GB00B06KBB18,1
GB00B075Z681,1
GB00B07RVT99,1
GB00B085SD50,1
GB00B0923P27,1
GB00B09G2351,1
GB00B0HZVP95,1
GB00B0LSFV82,1
GB00B0P1RP10,1
GB00B0WJ3L68,1
GB00B11FD453,1
GB00B1250X28,1
GB00B17MN067,1
GB00B1CKQD97,1
GB00B1DRDZ07,1
GB00B1VKB244,1
GB00B1VS7G47,1
GB00B1XFKR57,1
GB00B1YPC344,1
GB00B23JN426,1
GB00B2425G68,1
GB00B2PDGW16,1
GB00B3CX3644,1
GB00B3NWT178,1
GB00B42TN250,1
GB00B4X3Q493,1
GB00B5NR1S72,1
GB00B61TVQ02,1
GB00B64NSP76,1
GB00B7TW1V39,1
GB00B830HW33,1
GB00B86TNX04,1
GB00B8DV9647,1
GB00B8GRBX01,1
GB00B8YZTJ80,1
GB00B95L0551,1
GB00B9GQVG73,1
GB00B9XQT119,1
GB00BBPV5329,1
GB00BBT32N39,1
GB00BCCW4X83,1
GB00BCDBXK43,1
GB00BD0NVK62,1
GB00BD45SH49,1
GB00BD4FCK53,1
GB00BD5JNK30,1
GB00BD5JRP64,1
GB00BD6RF223,1
GB00BDB79J29,1
GB00BDFGGK53,1
GB00BDGS8G04,1
GB00BF01VL55,1
GB00BF044593,1
GB00BF2G3L29,1
GB00BF2P1260,1
GB00BF33H870,1
GB00BF3DT583,1
GB00BF52QX07,1
GB00BF52QY14,1
GB00BF5HBF20,1
GB00BF93WP34,1
GB00BFMDJC60,1
GB00BFN4GY99,1
GB00BFPMV798,1
GB00BFYF6298,1
GB00BFZNKV91,1
GB00BGGK0V60,1
GB00BH3X7Y70,1
GB00BJFDXW97,1
GB00BJHPLV88,1
GB00BJJPX768,1
GB00BJK9H642,1
GB00BJV2F804,1
GB00BJVLR251,1
GB00BJVQQP66,1
GB00BJVR6M63,1
GB00BK63S759,1
GB00BK964W87,1
GB00BKDTK925,1
GB00BKKD0862,1
GB00BKM69866,1
GB00BKPG0138,1
GB00BKPH9N11,1
GB00BKRC5K31,1
GB00BKT0J702,1
GB00BKT6VH21,1
GB00BKTCLJ25,1
GB00BKX8NT01,1
GB00BKXGY798,1
GB00BL6C2002,1
GB00BL6NGV24,1
GB00BL97B942,1
GB00BL9ZF303,1
GB00BLGYDT21,1
GB00BLH13C52,1
GB00BLH1S316,1
GB00BLH32M40,1
GB00BLH37Y17,1
GB00BLNBFR86,1
GB00BLPHTX84,1
GB00BLR8L223,1
GB00BLTVCF91,1
GB00BM8SQP62,1
GB00BM9BZK23,1
GB00BMBVXB73,1
GB00BMC2XX17,1
GB00BMCLYF79,1
GB00BMCZLK30,1
GB00BMD2H500,1
GB00BMD6C023,1
GB00BMDFKP05,1
GB00BMDX5Z93,1
GB00BMDXQ672,1
GB00BMF75608,1
GB00BMFR8J48,1
GB00BMGS6031,1
GB00BMGYBJ57,1
GB00BMH19X50,1
GB00BMH30492,1
GB00BMHYGR77,1
GB00BMQC7357,1
GB00BMQX2R72,1
GB00BMT9K014,1
GB00BMVQDZ64,1
GB00BMWLM973,1
GB00BMWVF760,1
GB00BMYX7295,1
GB00BN0VZ646,1
GB00BN11T727,1
GB00BN3ZZ526,1
GB00BN44P254,1
GB00BN6JG812,1
GB00BN789668,1
GB00BN7DVG54,1
GB00BN92HZ16,1
GB00BNBS4S95,1
GB00BNC5T391,1
GB00BNG59574,1
GB00BNK8T635,1
GB00BNK9TP58,1
GB00BNM4K334,1
GB00BNNTLN49,1
GB00BNVVGD77,1
GB00BNVVHD43,1
GB00BNXM0Z89,1
GB00BP41S218,1
GB00BP6S8Z30,1
GB00BP7L1T61,1
GB00BPDX2041,1
GB00BPP4RY41,1
GB00BPQY8R36,1
GB00BPVDXX64,1
GB00BQ7WTT20,1
GB00BQD3MB22,1
GB00BQS10J50,1
GB00BRJTP124,1
GB00BRSCY602,1
GB00BRXKJ754,1
GB00BRYPS729,1
GB00BS3D4G58,1
GB00BSM98843,1
GB00BSNBL022,1
GB00BT9QD572,1
GB00BTDR2S27,1
GB00BTFR4F17,1
GB00BTTQ2F04,1
GB00BTXXYC84,1
GB00BTXYPJ53,1
GB00BV0VHK88,1
GB00BV9GHQ09,1
GB00BVV2KN49,1
GB00BWC4X262,1
GB00BXB07J71,1
GB00BYMF3676,1
GB00BYQCS703,1
GB00BYSXWW41,1
GB00BYV31355,1
GB00BYW79Y38,1
GB00BYW8QM32,1
GB00BYWKBV38,1
GB00BYWL4Y04,1
GB00BYX0MB92,1
GB00BYX4TP46,1
GB00BYX7MG58,1
GB00BYY0JQ23,1
GB00BYYJL418,1
GB00BYYN4225,1
GB00BYZ9XC29,1
GB00BZ1HLP69,1
GB00BZ6D6J81,1
GB00BZ76F335,1
GG00B4TM3943,1
GG00B4WJSD17,1
GG00BG0KTL52,1
GG00BKSH7R87,1
GG00BMGYLN96,1
GG00BMX4VR69,1
GG00BP2NJT37,1
GG00BR30MJ80,1
GI000A2P2W41,1
GI000A2PX455,1
GRS496003005,1
HK0000047982,1
HK0000062734,1
HK0000068244,1
HK0000120151,1
HK0000218211,1
HK0000264595,1
HK0000268943,1
HK0000295763,1
HK0000592854,1
HK0000745908,1
HK0000769783,1
HK0000929080,1
HK0001078598,1
HK0087000532,1
HK0171000877,1
HK0217012357,1
HK1097008929,1
HU0000078175,1
HU0000120720,1
HU0000170824,1
HU0000180211,1
ID1000068703,1
ID1000088909,1
ID1000107303,1
ID1000110000,1
ID1000117609,1
ID1000118300,1
ID1000125909,1
ID1000130701,1
IE00B97C0C31,1
IE00BD09HK61,1
IE00BD6JX574,1
IE00BF0MZF04,1
IE00BF2NR112,1
IE00BG0HDR01,1
IE00BJ5FQX74,1
IE00BLRPRP89,1
IE00BNC17X36,1
IL0011410359,1
IL0011754137,1
IM00B1H1XF89,1
IM00BKSCP798,1
IM00BYT32K14,1
IM00BYYPQX37,1
IM00BZBXMN96,1
IT0001402269,1
IT0001447785,1
IT0001498481,1
IT0003549422,1
IT0004585243,1
IT0005117848,1
IT0005241192,1
IT0005283640,1
IT0005359192,1
IT0005366601,1
IT0005373789,1
IT0005383291,1
IT0005391229,1
IT0005408593,1
IT0005428898,1
IT0005434615,1
IT0005438046,1
IT0005440893,1
IT0005442154,1
IT0005449464,1
IT0005495871,1
IT0005545675,1
IT0005549354,1
IT0005562183,1
IT0005562514,1
IT0005573123,1
IT0005573438,1
IT0005577868,1
IT0005622581,1
IT0005623845,1
IT0005628778,1
IT0005632945,1
IT0005634610,1
JE00B1HNYF12,1
JE00B1Z48326,1
JE00B3RWLF12,1
JE00B6Y3DV84,1
JE00BD4H0R42,1
JE00BFZ1D698,1
JE00BJXN4P16,1
JE00BKVHVW88,1
JE00BLD8Y945,1
JE00BM90BX45,1
JE00BMDZN391,1
JE00BRJ8YF63,1
JE00BWH5YF45,1
JP3160740001,1
JP3168200008,1
JP3173540000,1
JP3197600004,1
JP3220580009,1
JP3236330001,1
JP3277150003,1
JP3336000009,1
JP3379550001,1
JP3396000006,1
JP3549120008,1
JP3549600009,1
JP3583900000,1
JP3634600005,1
JP3753000003,1
JP3768600003,1
JP3869960009,1
JP3870400003,1
JP3894900004,1
JP3897700005,1
JP3920860008,1
KYG0086A1076,1
KYG0146B1032,1
KYG0330A1013,1
KYG0367B1059,1
KYG039571008,1
KYG0519B1023,1
KYG0539C1069,1
KYG066341028,1
KYG0705A1085,1
KYG137071075,1
KYG1645A1094,1
KYG1941T1094,1
KYG1R24P1085,1
KYG207681001,1
KYG2091K1388,1
KYG211321081,1
KYG211511160,1
KYG2116D1198,1
KYG2117N1088,1
KYG211901064,1
KYG2119Z1090,1
KYG212151016,1
KYG2121X1346,1
KYG2140A1076,1
KYG215A81084,1
KYG234201138,1
KYG2352X1262,1
KYG245241032,1
KYG286871044,1
KYG2929M1087,1
KYG2955A1013,1
KYG3017A1058,1
KYG319891092,1
KYG3311L1041,1
KYG341531096,1
KYG373041055,1
KYG3774X1088,1
KYG3919S1057,1
KYG3932Q1029,1
KYG394071040,1
KYG3940K1058,1
KYG3997H1386,1
KYG4134L1077,1
KYG444031069,1
KYG450481083,1
KYG451391059,1
KYG4584R1092,1
KYG4587S1049,1
KYG464401143,1
KYG4644T1031,1
KYG465871120,1
KYG5074S1012,1
KYG5138B1023,1
KYG5138W1069,1
KYG5140J1013,1
KYG5141L1059,1
KYG5191P1054,1
KYG521321003,1
KYG5215A1004,1
KYG5264S1012,1
KYG5410P1000,1
KYG5462G1073,1
KYG549581067,1
KYG555551095,1
KYG5700Y2097,1
KYG5897M2243,1
KYG6082P1054,1
KYG611571061,1
KYG614131038,1
KYG618101003,1
KYG6470A1168,1
KYG674111011,1
KYG693701156,1
KYG7170M1033,1
KYG7306W1087,1
KYG733101318,1
KYG7459A1013,1
KYG7785S1158,1
KYG7948E1026,1
KYG803251068,1
KYG810431042,1
KYG811661035,1
KYG8116S1057,1
KYG8268W1024,1
KYG844081060,1
KYG8569A1067,1
KYG8813K1085,1
KYG8917X1218,1
KYG8918W1069,1
KYG8955R1011,1
KYG93Y5D1039,1
KYG9496A1022,1
KYG9877S1021,1
KYG9894K1085,1
KYG9897E1098,1
KYG9898C1024,1
KYG9898T1058,1
LT0000127466,1
LU2010095458,1
LU2333563281,1
LU2380748603,1
LU2380749676,1
LU2818110020,1
LU2910446546,1
LU2999653251,1
MHY272651263,1
MHY641771016,1
MT0001710103,1
MT0001770107,1
MX01AM050019,1
MX01GF010008,1
NL0009805522,1
NL0010949392,1
NL0013654809,1
NL0013995087,1
NL00150001Q9,1
NL00150002Q7,1
NL00150006R6,1
NL0015000AG6,1
NL0015000D50,1
NL0015000NM7,1
NL0015000YE1,1
NL0015002AH0,1
NL0015268814,1
NO0003028904,1
NO0003053308,1
NO0003079709,1
NO0003097503,1
NO0003399917,1
NO0003679102,1
NO0006000801,1
NO0006000900,1
NO0010015175,1
NO0010040611,1
NO0010078850,1
NO0010257728,1
NO0010263023,1
NO0010272065,1
NO0010405780,1
NO0010564701,1
NO0010607781,1
NO0010612450,1
NO0010629108,1
NO0010633951,1
NO0010708605,1
NO0010713571,1
NO0010714785,1
NO0010715394,1
NO0010716418,1
NO0010724701,1
NO0010743545,1
NO0010751910,1
NO0010779341,1
NO0010808892,1
NO0010809783,1
NO0010811961,1
NO0010815103,1
NO0010829765,1
NO0010840507,1
NO0010840515,1
NO0010859648,1
NO0010861115,1
NO0010863285,1
NO0010864036,1
NO0010872468,1
NO0010876642,1
NO0010884794,1
NO0010892094,1
NO0010892359,1
NO0010893902,1
NO0010894512,1
NO0010895782,1
NO0010907744,1
NO0010911902,1
NO0010920945,1
NO0010931207,1
NO0010950249,1
NO0010951577,1
NO0010955198,1
NO0010969108,1
NO0010974983,1
NO0011002586,1
NO0011002651,1
NO0011012502,1
NO0011037483,1
NO0011045429,1
NO0012697715,1
NO0012958539,1
NO0013107490,1
NO0013135368,1
NO0013228585,1
NO0013325506,1
NO0013384651,1
NO0013460071,1
NZARRE0004S7,1
NZBRME0001S2,1
PLA295700027,1
PLAB00000019,1
PLAMBRA00013,1
PLANSWR00019,1
PLBMDLB00018,1
PLBUDMX00013,1
PLCMPLD00016,1
PLCPTRT00014,1
PLDADEL00013,1
PLDGNST00012,1
PLDTLGM00019,1
PLECHPS00019,1
PLERBUD00012,1
PLGPW0000017,1
PLHOTB000011,1
PLKL2PL00014,1
PLLMPAY00016,1
PLLSRMD00018,1
PLLUBAW00013,1
PLLVMGM00016,1
PLLVTSF00010,1
PLM4B0000017,1
PLMLSTM00015,1
PLPLCHL00019,1
PLSHPR000021,1
PLSMFBC00016,1
PLSTRWI00019,1
PLTOYA000011,1
PLVOXEL00014,1
PTBCP0AM0015,1
PTPTC0AM0009,1
PTTD10AM0000,1
SE0000671745,1
SE0000825820,1
SE0001057910,1
SE0001075102,1
SE0001137985,1
SE0001200015,1
SE0001338039,1
SE0001552357,1
SE0001860511,1
SE0001958612,1
SE0002478776,1
SE0003273531,1
SE0003491562,1
SE0003883008,1
SE0004840718,1
SE0005127818,1
SE0005878741,1
SE0005962206,1
SE0006510335,1
SE0006993770,1
SE0006994448,1
SE0007075056,1
SE0007280326,1
SE0007413455,1
SE0007578141,1
SE0007604061,1
SE0007614722,1
SE0007789409,1
SE0008091664,1
SE0008374250,1
SE0009189608,1
SE0009242654,1
SE0009663834,1
SE0009664188,1
SE0009806045,1
SE0009806607,1
SE0009858152,1
SE0009889405,1
SE0010415281,1
SE0010494708,1
SE0010662585,1
SE0010869552,1
SE0010948588,1
SE0011167535,1
SE0011527845,1
SE0011614965,1
SE0011725084,1
SE0011870195,1
SE0012481570,1
SE0012558617,1
SE0012570448,1
SE0012729366,1
SE0012904803,1
SE0012955276,1
SE0013747870,1
SE0014401014,1
SE0014504817,1
SE0015191739,1
SE0015192067,1
SE0015193529,1
SE0015244520,1
SE0015346424,1
SE0015657820,1
SE0015658109,1
SE0015812417,1
SE0015812516,1
SE0015961826,1
SE0015962477,1
SE0015988019,1
SE0015988100,1
SE0015988373,1
SE0016075246,1
SE0016787279,1
SE0017072259,1
SE0017072267,1
SE0017232838,1
SE0017483175,1
SE0017562523,1
SE0017885379,1
SE0018014243,1
SE0018041097,1
SE0018169195,1
SE0019070749,1
SE0019174194,1
SE0019762147,1
SE0020678159,1
SE0020824373,1
SE0020998854,1
SE0022088282,1
SE0022239901,1
SE0022243812,1
SE0022725743,1
SE0022760229,1
SE0023112438,1
SE0023114012,1
SE0023134895,1
SE0023261599,1
SE0023287339,1
SE0023287347,1
SE0023313069,1
SE0023313762,1
SE0023615638,1
SE0023837091,1
SE0023950795,1
SE0024171458,1
SG1BB6000006,1
SG1BB8000004,1
SG1CE4000000,1
SG1CF0000001,1
SG1CF3000008,1
SG1DC0000006,1
SG1DD2000002,1
SG1EB6000000,1
SG1I67883666,1
SG1I77884290,1
SG1J47889782,1
SG1M49904634,1
SG1Q02920318,1
SG1T36930298,1
SG1T74931364,1
SG1U66934613,1
SG1U97935860,1
SG1V08936188,1
SG1W27938677,1
SG2B89959318,1
SG2C90967473,1
SG2D00968206,1
SG2F24986083,1
SG2F25986140,1
SG2G87000003,1
SGXE13155820,1
SGXE32143393,1
SGXE33900452,1
SGXE34582291,1
SGXE38349465,1
SGXE68418768,1
SGXE83751573,1
SGXE85729692,1
SGXE91187273,1
SI0021110513,1
SI0021111651,1
SI0021117344,1
SI0031101346,1
SI0031102153,1
SI0031103805,1
SI0031104290,1
TH0001010014,1
TH0003010R12,1
TH0003010Z12,1
TH0016010017,1
TH0023010R10,1
TH0068010R15,1
TH0068010Z15,1
TH0083010R14,1
TH0088010R13,1
TH0098010R12,1
TH0098010Y13,1
TH0101010R14,1
TH0121010019,1
TH0122010R10,1
TH0143010R16,1
TH0143010Z16,1
TH0148010R15,1
TH0148A10Z14,1
TH0150010R11,1
TH0150010Z11,1
TH0168A10Z19,1
TH0209010R15,1
TH0212010R19,1
TH0219010R14,1
TH0219010Z14,1
TH0254A10Z14,1
TH0268010R11,1
TH0268010Z11,1
TH0324010R12,1
TH0324B10Z19,1
TH0355010R16,1
TH0355A10Z12,1
TH0371010R13,1
TH0376010R12,1
TH0418G10Z11,1
TH0420010R18,1
TH0420010Y19,1
TH0438010R10,1
TH0450010R15,1
TH0450010Y16,1
TH0465010013,1
TH0471010R11,1
TH0471010Y12,1
TH0528010R18,1
TH0530010R14,1
TH0535010R13,1
TH0612010R10,1
TH0616010R11,1
TH0646010R18,1
TH0646010Z18,1
TH0662010014,1
TH0671010Z16,1
TH0689010Z18,1
TH0692010R12,1
TH0750010R18,1
TH0750010Y19,1
TH0765010R16,1
TH0796010013,1
TH0796010R11,1
TH0803010014,1
TH0803010R15,1
TH0815010010,1
TH0823010010,1
TH0831010010,1
TH0831010R16,1
TH0902010014,1
TH0961010R11,1
TH0961010Y12,1
TH0963010R17,1
TH0979010R13,1
TH0999010R11,1
TH0999010Z11,1
TH1016010R13,1
TH1027010012,1
TH1027010R10,1
TH1074010014,1
TH1074010R12,1
TH3437010R19,1
TH4403010010,1
TH6999010015,1
TH7595010R10,1
THA099010011,1
THA099010R13,1
THA790010013,1
THA790010R17,1
THB231010018,1
THB231010R11,1
US00080Q1058,1
US00435F3091,1
US00704R1095,1
US00901B1052,1
US0091191082,1
US00951A1060,1
US0212442075,1
US0239391016,1
US0269481091,1
US0412321095,1
US0433882067,1
US04342Y1047,1
US04390B1052,1
US04539A4067,1
US04962A2042,1
US05365W1071,1
US0554742090,1
US05603J1088,1
US05636G1058,1
US05875B3042,1
US0587791098,1
US0717711099,1
US07556T2087,1
US0846701086,1
US09077V1008,1
US0970232049,1
US1021171087,1
US10488Q1022,1
US10600A1007,1
US11778E1064,1
US1207384066,1
US1258968379,1
US12687E1047,1
US1295001044,1
US13970R2085,1
US14040H7338,1
US14068E2081,1
US14167R3084,1
US14179X1037,1
US15743P1049,1
US16385C1045,1
US1638671040,1
US16890R1095,1
US1689161040,1
US16948J2087,1
US16954K1079,1
US16954L2043,1
US1702721085,1
US1850641028,1
US18912E2072,1
US2003851027,1
US20440T3005,1
US20441B6056,1
US20441B7047,1
US20481P1003,1
US21244X1090,1
US21873S1087,1
US22266M1045,1
US22357Q1058,1
US23128Q1013,1
US23204G6052,1
US23204G7043,1
US2332762036,1
US23346J1034,1
US23381D1028,1
US2363632066,1
US23812J1088,1
US23821W1080,1
US23857X1037,1
US24701M1036,1
US2527844003,1
US25400Q1058,1
US25445T1060,1
US25470G1022,1
US2582681019,1
US25985W2044,1
US2668881061,1
US2682111099,1
US26842B1026,1
US2684371006,1
US2778562098,1
US28852N3070,1
US29082P2039,1
US29261R1032,1
US2933561019,1
US29482K1016,1
US29605J1060,1
US29666V2043,1
US29873W1027,1
US3005031097,1
US3131488682,1
US31660D1072,1
US3377112046,1
US3444153023,1
US3454091063,1
US35546M1080,1
US3566151045,1
US36118L1061,1
US36165A1025,1
US36165L1089,1
US36170Y1038,1
US36257Y1091,1
US36317J2096,1
US36321W1053,1
US3640971053,1
US36829U1060,1
US3723032062,1
US37428N1054,1
US3795491089,1
US3807872003,1
US38090M1027,1
US38528P1075,1
US39037G1094,1
US4012752014,1
US4067631022,1
US41135Q1040,1
US4193141094,1
US42333L1035,1
US44101L1098,1
US44330E1082,1
US44331T1043,1
US4445601069,1
US4447201066,1
US44939R1041,1
US44959T1051,1
US44970W1036,1
US45113Y2037,1
US45166E1047,1
US45254U1016,1
US45784C1009,1
US46124J2015,1
US4626312015,1
US4652701065,1
US4662492085,1
US46655Q1031,1
US47109X1081,1
US47215K1079,1
US4764931014,1
US47973H2058,1
US48129U1088,1
US48138V1052,1
US4822291013,1
US4846051005,1
US48553T1060,1
US48666D2045,1
US4872351030,1
US4920891078,1
US4924601002,1
US4943862049,1
US4973503067,1
US4991801071,1
US5004241064,1
US50048U2015,1
US5011871085,1
US5015562037,1
US51504D1054,1
US52466B1035,1
US52681J1051,1
US53174A1060,1
US53225G2012,1
US54338V1017,1
US5537684095,1
US5632457033,1
US5854641009,1
US5949728795,1
US5949728878,1
US5977423038,1
US60448A1016,1
US6067694041,1
US60919T1007,1
US6325254083,1
US6336438790,1
US64026Q1085,1
US64045F1093,1
US65338U1097,1
US65343F1057,1
US6546333047,1
US6549391075,1
US6555721058,1
US65565D1019,1
US66661N8864,1
US67084Q1004,1
US6742282006,1
US6757466064,1
US67575Y1091,1
US67577R1023,1
US68237Q1040,1
US68386J2087,1
US68628Y1047,1
US6915431026,1
US6943082064,1
US69608A1088,1
US69832A3041,1
US71645Y3053,1
US71677D3026,1
US71844V2016,1
US71910C2026,1
US72341W1062,1
US7242495031,1
US7329081084,1
US73757Q1040,1
US7393791055,1
US74437Q2093,1
US74448R1059,1
US74589A1016,1
US74726M5058,1
US74738G1085,1
US75025X1000,1
US75410B1017,1
US7580754023,1
US7591EP8869,1
US75971T3014,1
US76118B1044,1
US76240P1049,1
US7745081056,1
US78116A1043,1
US78392B1070,1
US78396V2088,1
US78446M1099,1
US78516J1016,1
US7864552044,1
US7866231084,1
US80106T2006,1
US80385Q2084,1
US80386Y1010,1
US8067332002,1
US80687P1066,1
US8080381036,1
US81064H1059,1
US81283P1021,1
US8131071099,1
US81730H1095,1
US8257101068,1
US82575P1075,1
US82621A1043,1
US82690B1089,1
US8274582092,1
US82929R3049,1
US83088L1044,1
US8316052096,1
US83192D4025,1
US8322482071,1
US83540J1016,1
US8503901055,1
US8555631022,1
US86331F1057,1
US8646801030,1
US8679751045,1
US8701231065,1
US87155N1090,1
US87165P2011,1
US87260H1041,1
US8740182030,1
US8740891051,1
US87816Y1064,1
US87944W1053,1
US87946F1003,1
US87961M1053,1
US88034P1093,1
US8899052042,1
US89153W1071,1
US89415X1090,1
US89677Q1076,1
US89783X1037,1
US8985291025,1
US9016431069,1
US90344T1025,1
US90915J1034,1
US9107211099,1
US91377B1098,1
US91531W1062,1
US91532B2007,1
US91680M1071,1
US91823Y1091,1
US92023R4074,1
US92212W1009,1
US92333F1012,1
US92540K1097,1
US94988U1280,1
US9682233054,1
US9772871011,1
US98088R5054,1
US98161H1014,1
US98257G1085,1
US98419J3059,1
US98421F1012,1
US98421U1088,1
US98423F1093,1
US98459U1034,1
US9846282062,1
US98873Q1004,1
US98978W1018,1
USU3033R1024,1
USU8884H1033,1
VGG0056A1030,1
VGG0103J1075,1
VGG017351021,1
VGG0419A1057,1
VGG118701058,1
VGG225641015,1
VGG270541169,1
VGG3036T1012,1
VGG320891077,1
VGG4164C1005,1
VGG4S09E1137,1
VGG6529J2092,1
VGG7223M1005,1
VGG866591024,1
VGG930042012,1
ZAE000018354,1
ZAE000029773,1
ZAE000161832,1
ZAE000167391,1
ZAE000296554,1
