timestamp,sequence_length,N_EPOCHS,N_BATCH_SIZE,LSTM_1_UNITS,LSTM_2_UNITS,LSTM_3_UNITS,class_weights,Test_loss,Test accuracy,cm_row0,cm_row1
2026-02-16 21:36:54.375109,30,20,64,64,48,32,"[(0, 3.5), (1, 3.5), (2, 1)]",0.6486337184906006,0.6351174116134644,[6093  985],[1713 2580]
